first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Tessa,Heakey,Female,43,31-05-1971,1971,50,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,820,0.584375
Herbert,Henryson,Male,21,10-10-1995,1995,26,Marketing Manager,n/a,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,820,0.584375
Cristie,Bence,Female,49,17-04-2000,2000,21,Automation Specialist II,n/a,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,828,0.58
Renate,Whyte,Female,60,08-12-1963,1963,58,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,828,0.58
Toma,Woolforde,Female,67,09-03-1992,1992,29,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,830,0.578
Dorie,Dunleavy,Female,24,05-05-1962,1962,59,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,830,0.578
Ellie,Toope,Female,29,11-08-1973,1973,48,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,832,0.575
Leonora,Swetenham,Female,66,05-10-1967,1967,54,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,832,0.575
Teodor,Mullinder,Male,56,26-08-1962,1962,59,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,832,0.575
Jared,Fendlow,Male,79,25-08-1963,1963,58,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,832,0.575
Porty,Hansed,U,88,,,n/a,General Manager,IT,Mass Customer,N,No,13,768 Southridge Drive,2112,NSW,Australia,11,832,0.575
Andy,Deeming,Male,79,09-01-1979,1979,42,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,832,0.575
Monty,Thomazin,Male,7,16-09-1951,1951,70,Quality Engineer,n/a,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,838,0.57375
Briano,Janowski,Male,66,17-07-1994,1994,27,Analyst Programmer,n/a,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,838,0.57375
Ginger,,Male,94,19-02-1939,1939,82,Human Resources Manager,n/a,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8,840,0.57109375
Logan,Colomb,Male,74,01-01-1948,1948,73,Recruiter,n/a,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,840,0.57109375
Nichols,Devinn,Male,47,29-09-1979,1979,42,Recruiter,n/a,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,842,0.57
Catha,Davitt,Female,79,16-04-1958,1958,63,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,843,0.5695
Melosa,McOwan,Female,25,17-04-2001,2001,20,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,843,0.5695
Maris,Leete,Female,21,14-04-1973,1973,48,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,845,0.563125
Wilburt,Padden,Male,22,30-09-1994,1994,27,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.563125
Rosabelle,Godsmark,Female,60,19-10-1995,1995,26,Executive Secretary,n/a,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,845,0.563125
Guilbert,Bearns,Male,42,29-10-1982,1982,39,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,845,0.563125
Meridith,Urwin,Female,62,07-03-1997,1997,24,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.563125
Leeland,,Male,66,24-01-1957,1957,64,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,845,0.563125
Gerta,Porrett,Female,46,13-11-1959,1959,62,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.5625
Karrah,Howell,Female,63,07-11-1956,1956,65,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,851,0.5625
Alick,Baise,Male,62,16-08-1998,1998,23,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,851,0.5625
Casandra,Betteridge,Female,29,10-09-1942,1942,79,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.561
Maurine,Clee,Female,45,13-09-1980,1980,41,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.561
Darwin,Bumpas,Male,24,27-12-1978,1978,43,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56
Hayes,Daveren,Male,32,27-03-1953,1953,68,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56
Piper,Issacov,Female,67,08-11-1939,1939,82,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56
Markus,Pendrey,Male,88,01-08-1959,1959,62,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.5578125
Sile,Zappel,Female,47,29-03-1958,1958,63,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.5578125
Craggy,Happel,Male,37,10-02-1979,1979,42,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.5578125
Egor,Mariette,Male,42,26-11-1980,1980,41,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.5525
Reinald,Bembrigg,Male,54,21-08-1953,1953,68,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,862,0.5525
Kissie,Line,Female,2,20-05-2000,2000,21,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.5525
Quentin,Gerleit,Female,32,15-09-1990,1990,31,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55
Karoly,Burgoine,Male,57,06-04-1947,1947,74,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55
Clarine,Piecha,Female,99,07-12-1964,1964,57,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55
Mycah,Beaston,Male,11,31-07-1961,1961,60,Environmental Specialist,n/a,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,865,0.55
Clemmie,Bartoszewicz,Female,87,28-07-1958,1958,63,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55
Randall,Mason,Male,95,28-07-1974,1974,47,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.544
Donica,Humby,Female,47,01-06-1967,1967,54,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.541875
Lotty,Loach,Female,76,23-08-1961,1961,60,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,871,0.541875
Marie-jeanne,Breawood,Female,37,12-10-1953,1953,68,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.541875
Babara,Sissel,Female,50,08-06-1974,1974,47,,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,871,0.541875
Rodolphe,Glenton,Male,88,28-09-1974,1974,47,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.541875
Thorvald,Duckerin,Male,58,20-10-1995,1995,26,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,871,0.541875
Paulina,Iannuzzelli,Female,57,08-03-1956,1956,65,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,877,0.54
Ricki,Padefield,Male,43,03-08-1948,1948,73,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,877,0.54
Lizette,McKeaveney,Female,30,11-04-1994,1994,27,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,879,0.5375
Muffin,Bhar,Male,44,07-04-1966,1966,55,,n/a,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,879,0.5375
Jeno,Strafford,Male,67,21-07-1941,1941,80,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,879,0.5375
Brigg,Himsworth,Male,63,10-10-1973,1973,48,,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,882,0.5355
Judi,Cazereau,Female,22,03-03-1997,1997,24,GIS Technical Architect,n/a,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,883,0.53125
Shara,Bramhill,U,24,,,n/a,,IT,Affluent Customer,N,No,2,01 Bunker Hill Drive,2230,NSW,Australia,10,883,0.53125
Raleigh,Pont,Male,48,02-11-1964,1964,57,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,883,0.53125
Zachariah,Meininking,Male,40,09-06-1938,1938,83,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,883,0.53125
Lesley,Garey,Male,52,29-03-1994,1994,27,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,883,0.53125
Adriena,Giffin,Female,27,17-03-1957,1957,64,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,888,0.525
Antoinette,,Female,72,28-07-1980,1980,41,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,888,0.525
Carr,Hopkynson,Male,64,18-10-1971,1971,50,,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,888,0.525
Shay,Briand,Male,57,05-10-1956,1956,65,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,888,0.525
Karney,Burstow,Male,51,02-07-1972,1972,49,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,888,0.525
Latrena,Yetts,Female,11,18-06-1999,1999,22,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,893,0.520625
Jesse,Alflat,Male,31,01-09-1984,1984,37,Executive Secretary,n/a,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,893,0.520625
Kelcie,Kingaby,Female,54,24-03-2000,2000,21,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,893,0.520625
Fabio,Commuzzo,Male,5,02-10-1961,1961,60,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,896,0.52
Heall,Andrioli,Male,46,17-06-1941,1941,80,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,896,0.52
Rickert,Brasted,Male,47,18-09-1959,1959,62,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,898,0.5125
Hedwig,Jayme,Female,38,21-08-1952,1952,69,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,899,0.51
Penrod,Tomasicchio,Male,5,28-05-1968,1968,53,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,899,0.51
Pancho,Edis,Male,1,30-12-1970,1970,51,Assistant Professor,n/a,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,899,0.51
Andriana,Gosnoll,Female,53,19-05-1964,1964,57,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,899,0.51
Nilson,Wiggam,Male,48,15-02-1996,1996,25,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,903,0.5015
Denny,Spleving,Female,84,13-05-1973,1973,48,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,904,0.5
Roth,Crum,U,0,,,n/a,Legal Assistant,IT,Mass Customer,N,No,2,276 Anthes Court,2450,NSW,Australia,6,904,0.5
Olia,O' Mullan,Female,77,24-03-1973,1973,48,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,904,0.5
Conway,Juarez,Male,27,02-03-1967,1967,54,Help Desk Technician,n/a,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,904,0.5
Dru,Crellim,Female,57,04-03-1963,1963,58,,n/a,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,904,0.5
Shaw,MacEvilly,Male,10,06-05-2000,2000,21,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,904,0.5
Brook,Eade,Female,65,17-11-1957,1957,64,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,904,0.5
Aleece,Feige,Female,49,16-09-1975,1975,46,,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,904,0.5
Dolorita,Strutton,Female,7,21-05-1991,1991,30,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,904,0.5
Harman,A'field,Male,39,27-12-1960,1960,61,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,913,0.499375
Hildegarde,Bamb,Female,16,10-02-1961,1961,60,Help Desk Operator,n/a,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,913,0.499375
Launce,Gale,Male,86,15-01-1939,1939,82,,n/a,Mass Customer,N,No,21,4 Fordem Avenue,2777,NSW,Australia,9,913,0.499375
Ilise,Clissold,Female,58,16-11-1987,1987,34,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.499375
Julita,Prene,Female,14,16-05-1979,1979,42,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.499375
Ashlen,Willbond,Female,64,15-05-1984,1984,37,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.499375
Keely,Bointon,Female,71,16-10-1988,1988,33,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,913,0.499375
Poul,Gaskin,Male,78,15-06-1950,1950,71,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,920,0.493
Sheilakathryn,Huff,Female,45,15-05-1958,1958,63,Assistant Manager,n/a,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,921,0.49
Rubia,Evetts,Female,59,21-12-1990,1990,31,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,921,0.49
Francklin,Cross,Male,51,06-04-1981,1981,40,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,921,0.49
Wilone,Champley,Female,22,06-11-1983,1983,38,,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,924,0.48875
Lezlie,Clemits,Female,2,30-05-1973,1973,48,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,924,0.48875
Kathe,Oller,Female,47,20-08-1959,1959,62,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,926,0.4845
Dulce,Bradwell,Female,61,03-07-1957,1957,64,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,926,0.4845
Felice,Dechelette,Male,75,05-02-1998,1998,23,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,928,0.48
Joane,Caldes,Female,84,17-03-1978,1978,43,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,928,0.48
Diane,Furman,Female,67,11-08-1993,1993,28,,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,930,0.478125
Ogdan,Blenkinship,Male,65,18-01-1951,1951,70,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,930,0.478125
Kizzee,Agget,Female,98,25-07-1976,1976,45,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,930,0.478125
Stephi,Highton,Female,30,09-09-1987,1987,34,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,930,0.478125
Martino,Scoles,Male,18,19-01-1975,1975,46,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,930,0.478125
Morgen,Newport,Female,5,31-08-1960,1960,61,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,930,0.478125
Eugenie,Brinson,Female,79,10-08-1963,1963,58,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,936,0.476
Reinold,Natt,Male,16,23-08-1964,1964,57,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,937,0.47
Jo,Roberts,Female,41,31-10-1945,1945,76,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,937,0.47
Jacklin,Duchant,Female,77,18-03-1940,1940,81,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,939,0.4675
Colas,Gabbitas,Male,98,09-09-1946,1946,75,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,939,0.4675
Claudetta,Ricciardiello,Female,61,30-04-1974,1974,47,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.4675
Angele,Cadore,Female,5,06-09-1954,1954,67,Chief Design Engineer,n/a,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,939,0.4675
Cicily,Hast,Female,63,26-04-1971,1971,50,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.4675
Harland,Messenger,Male,90,28-05-1974,1974,47,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46
Sim,Constantinou,Male,91,09-08-1992,1992,29,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,944,0.46
Shanon,Rolfe,Female,63,19-08-1941,1941,80,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,944,0.46
Chryste,Oddboy,Female,44,22-08-1988,1988,33,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,947,0.459
Edin,Patinkin,Female,35,26-03-1992,1992,29,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,948,0.456875
Nolly,Ivanchikov,Male,13,10-02-1994,1994,27,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,948,0.456875
Michele,Pammenter,Male,23,26-06-1983,1983,38,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,948,0.456875
Liane,Abelevitz,Female,26,25-11-1976,1976,45,Operator,n/a,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,951,0.4505
Philbert,Bangs,Male,67,03-03-1966,1966,55,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,951,0.4505
Candy,,Female,23,08-12-1977,1977,44,,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.4505
Noami,Cokly,Female,74,17-09-1962,1962,59,,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,954,0.45
Lyndell,Jereatt,Female,14,28-11-1994,1994,27,Payment Adjustment Coordinator,n/a,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,954,0.45
Maximilien,Bourget,Male,12,29-04-1969,1969,52,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,956,0.44625
Benedikta,Naptin,Female,59,13-08-1995,1995,26,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,956,0.44625
Rhodie,Gaskall,Female,83,01-02-1964,1964,57,VP Quality Control,n/a,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,956,0.44625
Afton,Andrassy,Female,78,14-10-1998,1998,23,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,956,0.44625
Blondell,Dibdall,Female,62,03-01-1967,1967,54,Programmer III,n/a,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,960,0.442
Sonia,Dunstall,Female,0,30-07-1975,1975,46,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,960,0.442
Benedikt,Adamou,Male,15,15-01-1987,1987,34,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,960,0.442
Don,Spratling,Male,82,05-01-1969,1969,52,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,963,0.44
Moll,Ogilby,Female,25,19-12-1980,1980,41,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,963,0.44
Jammie,Seldner,Female,42,25-02-1975,1975,46,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,963,0.44
Inglis,Pickaver,Male,33,25-06-1994,1994,27,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,963,0.44
Clarabelle,Broschek,Female,6,25-08-1963,1963,58,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,967,0.435625
Tillie,Bisseker,Female,74,10-08-1960,1960,61,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,967,0.435625
Irving,Babcock,Male,60,17-01-1986,1986,35,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,967,0.435625
Evered,Gludor,Male,3,30-04-1951,1951,70,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,967,0.435625
Mavra,Finan,Female,30,23-08-1967,1967,54,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,967,0.435625
Frieda,Tavinor,Female,43,04-03-1999,1999,22,,n/a,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,972,0.43
Ellwood,Budden,Male,82,03-06-1998,1998,23,,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,972,0.43
Alex,Patshull,Female,37,02-01-1966,1966,55,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,974,0.425
Aundrea,Outridge,Female,77,24-01-2001,2001,20,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,974,0.425
Amby,Bodega,Male,63,12-06-1968,1968,53,Recruiter,n/a,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,974,0.425
Esme,Pilipets,Male,15,06-05-1967,1967,54,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,977,0.42
Beverly,Domnick,Female,56,10-12-1938,1938,83,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,977,0.42
Artemis,Swanson,Male,77,12-02-1977,1977,44,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,979,0.4165
Daryle,Marginson,Male,93,27-06-1986,1986,35,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,979,0.4165
Tyne,Anshell,Female,71,08-04-1992,1992,29,Mechanical Systems Engineer,n/a,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,979,0.4165
Leona,Shorrock,Female,83,23-08-1951,1951,70,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,979,0.4165
Bertrando,Carass,Male,45,25-06-1956,1956,65,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,983,0.41
Augusta,Munns,Female,5,17-09-1951,1951,70,Quality Control Specialist,n/a,Mass Customer,N,No,21,607 Memorial Avenue,2074,NSW,Australia,11,983,0.41
Pauline,Dallosso,U,82,,,n/a,Desktop Support Technician,IT,Affluent Customer,N,Yes,0,9594 Badeau Street,2050,NSW,Australia,10,985,0.408
Lauralee,Fudge,Female,83,21-09-1987,1987,34,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,985,0.408
Consalve,Ballay,Male,41,18-09-1959,1959,62,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,987,0.4
Lolly,Prewer,Female,44,23-10-1997,1997,24,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,988,0.3995
Vyky,Pegg,Female,64,15-03-1943,1943,78,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,988,0.3995
Kellen,Pawelski,Female,83,26-07-1945,1945,76,,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,988,0.3995
Jermaine,Bagshawe,Female,60,14-05-1954,1954,67,Help Desk Operator,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,988,0.3995
